product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id,status
873,PCP - BATH SAFE MAT,PCP - Personal Care Products,7036,29.99,48503703608,0,1 mat,,,f,0,0,0,0.00,137,t
879,PCP - 2 RAISED TOIKET SEAT WITH LID,PCP - Personal Care Products,7022,89.99,48503702205,1,1 seat,,,f,1,0,0,0.00,137,t
882,SITZ BATH 2000CC RETAIL PKG,Medpro,132167,24.99,775757606750,0,1 unit,,,f,0,0,0,15.38,137,t
865,PCP - TOILET SAFETY RAIL,PCP - Personal Care Products,7026,39.99,48503702601,0,1 rail,,,f,0,0,0,0.00,137,t
866,PCP - ADJUSTABLE BATH SAFETY STEP,PCP - Personal Care Products,7100,49.99,48503710002,3,1 seat,,,f,3,0,0,0.00,137,t
870,AQUASENSE BATH MAT,AquaSense,116381,32.99,754021210596,3,1 mat,,,t,4,1,0,17.52,137,t
877,PCP - 3 LOCKING RAISED TOILET SEAT WITH LOWER PROFILE,PCP - Personal Care Products,7019,59.99,48503701901,2,1 seat,,,f,3,1,0,0.00,137,t
863,PCP - BATHTUB SAFE ASSIST,PCP - Personal Care Products,7255,59.99,48503725501,0,1 assist,,,f,1,1,0,0.00,137,t
872,PCP - SHOWER SAFETY MAT,PCP - Personal Care Products,7039,24.99,48503703905,1,1 mat,,,f,1,0,0,0.00,137,t
880,PCP - FOLDING COMMODE,PCP - Personal Care Products,5523,114.99,48503552305,2,1 commode,,,f,3,1,0,0.00,137,t
885,PCP - PADDED ROUND SAFETY STOOL,PCP - Personal Care Products,7101,59.99,48503710101,1,1 stool,,,f,2,2,0,0.00,137,t
1750,PCP TOILET SAFETY FRAME,PCP,7009,89.99,48503700904,5,1,,,f,6,3,0,0.00,137,t
821,PCP MALE URINAL,PCP - Personal Care Products,6091,6.99,48503609108,0,1 urinal,,,f,0,0,0,0.00,137,t
822,PCP FEMALE URINAL,PCP - Personal Care Products,6088,10.99,48503608804,0,1 urinal,,,f,1,1,0,0.00,137,t
826,PCP SITZ BATH,PCP - Personal Care Products,5040,24.99,48503504007,0,1 bath,,,f,0,0,0,0.00,137,t
862,PCP - BACK SAFETY SEAT WITH BACKREST,PCP - Personal Care Products,7003,79.99,48503700355,0,1 seat,,,f,0,0,0,0.00,137,t
874,PCP - SAFETY GRAB BAR 18,PCP - Personal Care Products,8418,49.99,48503841805,5,1 rod,,,f,5,1,0,0.00,137,t
875,PCP - SAFETY GRAB BAR 12,PCP - Personal Care Products,8412,34.99,48503841201,6,1 rod,,,f,5,0,0,0.00,137,t
876,PCP - UNIVERSAL LOCKING RAISED TOILET SEAT (5 INCH LIFT),PCP - Personal Care Products,7020,84.99,48503702007,8,1 seat,,,f,11,3,0,0.00,137,t
1386,DRIVE MALE URINAL 1,Drive,108382,9.99,822383246321,0,1 urinal,,,f,1,1,0,5.00,137,t
1385,MALE URINAL PLASTIC RETAIL PKG,MedPro,132175,14.99,775757606651,3,1 Urinal,,,f,5,2,0,9.75,137,t
1394,OPTION+ URINAL MALE,Option+,188214,10.99,771290033046,7,1 urinal,,,f,12,5,0,4.83,137,t
1749,PCP - PADDED BATH SAFETY SEAT WITH SWING AWAY ARMS,PCP,7106,89.99,48503710606,2,1,,,f,4,4,0,0.00,137,t
1748,PCP - RING CUSHION 18''/46CM,PCP,6234NV,49.99,48503623418,1,1,,,f,2,1,0,0.00,137,t
2130,XMAS REESE CANDY CANE PIECE 39.6G,,56600393165,2.99,56600393165,0,39g,,2026-09-01,t,1,1,0,1.70,138,t
2071,CADBURY DAIRY MILK MINI EGGS BAR 38G,,,1.99,61200018479,0,1 bar,,2026-01-09,t,1,1,0,1.43,138,t
1883,PEPSI DIET,,12334,1.00,69000014257,0,355ml,,,t,1,1,0,0.00,138,t
1882,FANTA STRAWBERRY,,123456,1.00,67000013737,0,355ml,,,t,1,1,0,0.00,138,t
1792,MENTOS CHEWY CINNAMON 37G,,170104,1.99,73390011451,0,37 grams,,,t,0,0,0,0.88,138,t
2140,TOBLERONE CHOC MILK 35G,,117912,1.99,70221005160,19,35g,,,t,20,1,0,1.36,138,t
1884,OASIS APPLE GRAPE JUICE,,12334,1.00,67311016991,0,200ml,,,t,0,0,0,0.00,138,t
1743,SAN PELLEGRINO - ARANCIATA ROSSA,,55000201414,1.99,55000201414,0,330ml,,,t,0,0,0,0.00,138,t
1669,CADBURY DAIRY MILK MINI EGGS BAR 42G,,191694,1.99,61200018004,0,42g,,,t,0,0,0,1.53,138,t
1591,RICOLA LOZ BAG GRN TEA ECHINACEA WAL 75G,,160657,4.99,36602302075,0,19 lozenges,,,t,0,0,0,3.11,138,t
1590,RICOLA LOZ LEMON MINT NSA BAG 19,,190954,4.99,36602833685,0,19 lozenges,,,t,0,0,0,10.31,138,t
1685,KINDER CHOCOLATE MINI BAR,,351999,1.00,6202343,0,21g,,,f,2,2,0,0.00,138,t
2169,TRIDENT SLAB PEPPERMINT 14PC,trident,194445,1.99,73390055912,7,14 pieces,,2026-10-29,t,10,3,0,1.36,138,t
1291,BAR REG CRUNCHIE 44G,Cadbury,56,1.99,61200225952,0,1 bar,,,t,0,0,0,1.43,138,t
1265,BAR REG OH HENRY PNB 58G,Oh henry,76,1.99,68000792837,0,1 bar,,,t,0,0,0,1.43,138,t
1243,HALLS COUGH TB HONEY LEMON 9PC,Halls,4,2.49,57700628805,1,1 pack,,,t,2,1,0,1.45,138,t
1916,NOSH&CO CHIPS BBQ 130G,Nosh & Co,111828,3.99,771058800477,4,130g,,,t,4,0,0,1.74,138,t
1310,KINDER BUENO 43G,"",57,1.99,62020000682,0,1 bar,"",,t,0,0,0,1.49,138,t
2168,TRIDENT SLAB MELON TWIST 14PC,trident,194424,1.99,73390055981,6,14 pieces,,2026-07-05,t,10,4,0,1.36,138,t
883,FEMALE URINAL RETAIL PKG,Medpro,MEOS,19.99,775757606576,0,1 urinal,,,f,3,3,0,12.04,137,t
2141,B-READY,,170550,1.49,62020072016,20,22g,Nutella bar,,t,21,1,0,0.00,138,t
886,PCP - PADDED BATH SAFETY SEAT WITH BACK REST,PCP - Personal Care Products,7103,79.99,48503710309,9,1 seat,,,f,16,9,0,0.00,137,t
884,PCP - PADDED BATH SAFE SEAT,PCP - Personal Care Products,7102,59.99,48503710200,7,1 seat,,,f,10,3,0,0.00,137,t
1917,NOSH&CO CHEESE STICKS 140G,Nosh & Co,51176,3.99,771058800514,0,140g,,,t,4,4,0,1.92,138,t
1918,NOSH&CO CHIPS SOUR CREAM AND ONION 130G,Nosh & Co,111829,3.99,771058802266,5,130g,,2026-02-19,t,5,0,0,1.74,138,t
2172,PRINGLES HOT ONES BARBACOA 156G,pringles,195989,3.99,64100150546,12,156g,,2026-08-22,t,12,0,0,3.40,138,t
2173,PRINGLES HOT ONES ROJO 156G,pringles,195991,3.99,64100150478,13,,,2026-08-13,t,13,0,0,3.40,138,t
2073,PEPSI CHERRYPEPSI,Pepsi,,1.00,69000300008,8,355ml,,,f,12,3,0,0.00,138,t
2074,PEPSI ZERO LIME,Pepsi,,1.00,69000160626,9,355ml,,,f,12,3,0,0.00,138,t
2075,MUG ROOT BEER,Pepsi,,1.00,69000040508,11,355ml,,,f,12,1,0,0.00,138,t
2076,CRUSH CREAM SODA,Pepsi,,1.00,5660300,11,355ml,,,f,12,1,0,0.00,138,t
1281,MENTOS ROLL GRAPE 37G,Mentos,35,1.99,73390014988,0,1 pack,,,t,0,0,0,0.88,138,t
1665,HI CHEW GRAPE 58G,Hi-Chew,142271,2.49,851681008331,0,58g,,,t,0,0,0,1.67,138,t
1329,KIT KAT,Nestle,60,1.99,5980331,0,1 bar,,,t,1,1,0,1.57,138,t
1196,GINGERALE,Gingerale,99,1.00,6224017,91,355mL,,,f,99,8,0,0.00,138,t
1218,BAR REG FLAKE 32G,Cadburt,51,1.99,61200054606,0,1 bar,,,t,0,0,0,1.43,138,t
1207,BAR REG COFFEE CRISP 50G,Nestle,45,1.99,59800000215,0,1 bar,,,t,0,0,0,1.57,138,t
1209,BAR MARS  52G,Mars,70,1.99,58496328733,0,1 bar,,,t,1,1,0,1.54,138,t
1199,TRIDENT SLAB SPEARMINT 14PC,Trident,168484,1.99,73390055905,0,1 pack,,,t,0,0,0,1.36,138,t
1205,FISHERMAN'S FRIEND HONEY LEMON,Fisherman's Friend,2,2.99,1125641,0,1 pack,,,t,0,0,0,0.00,138,t
1215,BAR REG OH HENRY 58G,Oh henry,74,1.99,68000792820,0,1 bar,,,t,1,1,0,1.43,138,t
1210,PRINGLES MEXICAN STREET CORN 156G,Pringles,95,3.99,64100150621,0,1 can,,,t,0,0,0,3.40,138,t
1217,GUM REG 5 PRISM ELECTRIC MELON 15PC,5ive,9,1.99,64900423987,17,1 pack,add spearmint back - testing delete,,t,17,0,0,1.96,138,t
1201,BAR REG M&M PEANUT  49G,M&M's,67,1.99,58496812324,0,1 pack,,,t,0,0,0,1.54,138,t
1202,NOSH&CO PEANUT CHOCOLATE COVERED 70G,Nosh & Co,110,1.99,771058802334,1,70g,,,t,1,0,0,2.50,138,t
1216,PRINGLES KETCHUP 156G,Pringles,95,3.99,64100118690,0,156g,,,t,0,0,0,3.40,138,t
1193,PLANTERS PEANUTS COCKTAIL ROASTED SALTED 200G,Planters,109,4.99,58716991662,13,200g,,,t,13,0,0,2.65,138,t
1192,PRINGLES CHILI&LIME 156G,Pringles,94,3.99,64100150584,0,156 g,,,t,0,0,0,3.40,138,t
1190,HERSHEY GLOSETTE ALMONDS 42G,Glosette,43,1.99,68000670210,0,1 pack,,,t,0,0,0,1.43,138,t
1191,BAR M&M PLN  48G,M&M's,66,1.99,58496812317,0,1 bar,,,t,0,0,0,1.54,138,t
1208,PEPSI,Pepsi,99,1.00,69000004258,0,355mL,,,f,1,1,0,0.00,138,t
1214,BUTTERFINGER BAR CHOC 54G,Butterfinger,156553,1.99,62020100627,0,1 bar,,,t,0,0,0,1.45,138,t
1225,PRINGLES PIZZA 156G,Pringles,104602,3.99,64100111431,0,156g,,,t,0,0,0,3.40,138,t
1234,BAR REG CRUNCH 44G,Nestle,47,1.99,59800131803,0,1 bar,,,t,0,0,0,1.57,138,t
1235,MIRAGE CHOCOLATE,"Mirage
",72,1.99,5987538,0,1 bar,,,t,0,0,0,1.57,138,t
1236,PRINGLES SOUR CREAM & ONION  156G,Pringles,97,3.99,64100111356,0,156g,,,t,0,0,0,3.40,138,t
1237,TWIZZLERS RG TANGY RANGE PEANUT FREE 60G,Twizzlers,113,1.99,56600809611,0,60g,,,t,0,0,0,1.27,138,t
1219,TRIDENT SLAB BUBBLEGUM 14PC,Trident,163444,1.99,73390055998,0,1 pack,,,t,0,0,0,1.36,138,t
1246,PRINGLES RANCH 156G,Pringles,98,3.99,64100146204,0,156g,,,t,0,0,0,3.40,138,t
1274,BAR REG SKITTLES FRUIT 61G,Skittles,75,1.99,58496829605,0,1 pack,,,t,0,0,0,1.39,138,t
1256,REESES PIECES 51G,Reese's,115,1.00,56600793705,0,51g,,,t,0,0,0,1.43,138,t
1260,HALLS COUGH TB COOLMINT 9PC,Halls,8,2.49,57700627006,0,1 pack,,,t,0,0,0,1.45,138,t
1222,TRIDENT SLAB TROPICAL TWIST 14PC,Trident,178988,1.99,73390055929,0,1 pack,,,t,0,0,0,1.36,138,t
1272,MENTOS PEPPERMINT  37G,Mentos,34,1.99,73390000110,0,1 pack,,,t,1,1,0,0.88,138,t
1266,POPCHIPS CHIPS BBQ 142G,POP,173073,4.99,82666712220,0,142g,,,t,0,0,0,3.33,138,t
1267,XMAS HERSHEY KISSES SUGAR COOKIE 78G,Hershey's,117,2.99,56600393981,0,78g,,,t,0,0,0,2.44,138,t
1247,BAR REG TURTLES  33G,Nestle,114,1.29,59800751841,0,33g,,,t,0,0,0,1.57,138,t
1273,HERSHEY COOKIES AND CREME,Hershey's,54,1.99,6811307,0,1 bar,,,t,0,0,0,1.43,138,t
1275,POPCHIPS CHIPS SEA SALT 142G,POP,101,4.99,82666712213,0,142g,,,t,0,0,0,3.33,138,t
1254,HI CHEW APPLE 58G,HiChew,31,2.49,851681008317,0,1 pack,,,t,1,1,0,1.67,138,t
1253,HALLS COUGH TB XST 9PC,Halls,6,2.49,57700628034,0,1 pack,,,t,0,0,0,1.45,138,t
1223,BAR REG AERO PEPPERMINT 41G,Aero,46,1.99,59800523110,0,1 pack,,,t,0,0,0,1.57,138,t
1261,BAR REG DAIRY MILK FRUIT & NUT 42G,"",50,1.99,061200018448,0,1 bar,"",,t,0,0,0,1.43,138,t
2174,PRINGLES HOT ONES VERDE 156G,pringles,195992,3.99,64100150560,10,,,2026-08-13,t,13,3,0,3.40,138,t
1264,BAR REG DAIRY MILK 42G,"",53,1.99,061200018424,0,1 bar,"",,t,0,0,0,1.43,138,t
1232,HALLS LOZ MENTHO-LYPTUS HONEY 9PC,Halls,80592,2.49,57700011973,16,1 pack,,,t,21,5,0,1.45,138,t
1211,NUTELLA & GO BREADTSICK 52G,Nutella,111,2.99,62020050526,18,52g,,,t,25,7,0,1.80,138,t
2190,KIND BAR CARAMEL/ALMOND/SEA SALT 40G,KIND,,2.49,602652170942,22,40g,,,t,24,2,0,1.49,138,t
1271,GUM 5 FLOOD SOUR STRAWBERRY 15PCS,5ive,11,1.99,64900429170,1,1 pack,,,t,1,0,0,1.96,138,t
1198,FISHERMAN'S FRIEND CHERRY,Fisherman's Friend,1,2.99,1125447,1,1 pack,,,t,1,0,0,0.00,138,t
1233,HI CHEW STRAWBERRY 58G,Hichew,142272,2.49,851681008300,0,1 pack,,,t,0,0,0,1.67,138,t
1245,MR.BIG,Cadburt,73,1.99,6134521,28,1 bar,,,t,27,0,0,1.53,138,t
1221,HALLS DEFENSE VITAMIN C LOZ CITRUS 9PC,Halls,538579,2.49,57700853863,0,1 pack,,,t,0,0,0,1.45,138,t
1244,BAR REG AERO MILK 42G,Nestle,323733,1.99,59800000116,0,1 bar,,,t,0,0,0,1.57,138,t
1252,HALLS NO SUGAR ADDED BLACK CHERRY 9PC,Halls,5,2.49,57700229958,0,1 pack,,,t,0,0,0,1.45,138,t
1226,TWIZZLERS RG STRAWBERRY 90G,Twizzlers,731877,1.99,56600825024,0,90g,,,t,0,0,0,1.27,138,t
1326,THIRSTY BUDDHA COCONUT WATER SPARK/PINEAPPLE 330ML,Thirsty Buddha,99,2.99,852953001654,0,320mL,,,t,1,1,0,1.71,138,t
1282,HERSHEY'S WHOLE ALMONDS,Hershey's,55,1.99,5663038,0,1 bar,,,t,0,0,0,0.00,138,t
1283,BAR REG SKITTLES SOUR 51G,Skittles,77,1.99,58496894917,0,1 pack,,,t,0,0,0,1.39,138,t
1285,KIND FUEL DOUBLE DARK CHOCOLATE NUT 50G,KIND,119,2.49,602652207082,0,1 bar,,,t,0,0,0,1.70,138,t
1299,TIC TAC FRESH MINT,TicTac,37,1.99,62020025616,0,1 pack,,,t,0,0,0,0.00,138,t
1300,NEILSON JERSEY MILK,Neilson,57,1.99,61200013825,0,1 bar,,,t,0,0,0,0.00,138,t
1303,CADBURY MINI EGGS EVDY 90G,Cadbury,120,1.99,61200016420,0,90g,,,t,0,0,0,4.14,138,t
1306,COKE ZERO,Coke,99,1.99,6731906,0,355mL,,,t,0,0,0,0.00,138,t
1309,TIC TAC T60 TROPICAL 29G,Tic Tac,38,1.99,62020005854,0,1 Pack,,,t,0,0,0,1.79,138,t
1320,BAR REG SKITTLES TROPICAL 61G,Skittles,80,1.99,58496829636,0,1 pack,,,t,0,0,0,1.39,138,t
1316,THIRSTY BUDDHA COCONUT WATER SPARK WATERMELON330ML,Thirsty Buddgha,99,2.99,852953001357,0,320mL,,,t,1,1,0,1.71,138,t
1330,PRINGLES ALL DRESSED 156G,Pringles,186316,3.99,64100147973,0,156g,s,,t,0,0,0,3.40,138,t
1317,GUM REG EXCEL BUBBLEMINT 12PC,Excel,18,1.99,64900428500,0,1 Pack,,,t,0,0,0,1.26,138,t
1336,7UP,7UP,99,1.00,6541432,0,355mL,,,f,0,0,0,0.00,138,t
1297,PERRIER SPARKLING RG PET 6X500ML,Perrier,99,2.99,74780000703,0,500mL,,,t,1,1,0,9.19,138,t
1321,NOSH&CO DILL PICKLE CHIPS 130G,NOSH & CO,118459,3.99,771058803386,6,130g,,,t,7,1,0,1.74,138,t
1328,TIC TAC ORANGE T60 29G,Tic Tac,40,1.99,62020005625,0,1 pack,,,t,1,1,0,1.79,138,t
1311,BAR REG TWIX COOKIE 50G,Twix,79,1.99,58496352776,0,1 bar,,,t,0,0,0,1.54,138,t
1294,KIND BAR CHOCOLATE DARK NUTS & SEA SALT 40G,KIND,119,2.49,602652170751,9,1 bar,,,t,9,0,0,1.49,138,t
1290,MENTOS FRUIT  37G,Mentos,36,1.99,73390000165,0,1 Pack,,,t,0,0,0,0.88,138,t
1307,SAN PELLEGRINO NATURAL ARANCIATA,San Pellegrino,99,2.99,55000201445,0,330mL,checkthis,,t,0,0,0,0.00,138,t
1292,SMARTIES SMALL,Nestle,78,1.49,5986034,0,45g,,,t,0,0,0,0.00,138,t
1325,COKE,Coke,99,1.00,6782900,0,355mL,,,f,1,1,0,0.00,138,t
1318,TIC TAC T60 STRAWBERRY CR 29G,Tic Tac,39,1.99,62020006035,1,1 Pack,,,t,1,0,0,1.79,138,t
1313,BAR M&M MINIS 30G,M&M,121,0.99,58496890131,0,30g,,,t,0,0,0,1.54,138,t
1284,POPCHIPS CHIPS SOUR CREAM & ONION 142G,POP,102,4.99,82666712244,0,142g,,,t,0,0,0,3.33,138,t
1312,NOSH&CO CHEESE FLAVOURED CRUNCHY CHEESIES 225G,NOSH & CO,105,3.99,771058802273,0,130g,,,t,8,8,0,2.30,138,t
1308,GUM REG DENTYNE MINT 12 PC,Dentyne,16,1.99,57700329375,0,1 Pack,,,t,0,0,0,1.00,138,t
1331,NOSH&CO CHIPS SOUR CR&CHEDDAR 130G,NOSH & CO,107,3.99,771058803980,6,130g,,,t,8,2,0,1.74,138,t
1315,COKE DIET,Coke,99,1.00,6792800,0,355mL,,,f,0,0,0,0.00,138,t
1289,GUM REG DENTYNE SPEAR 12 PC,Dentype,12,1.99,57700329436,0,1 pACK,,,t,0,0,0,1.00,138,t
1288,MAISON PERRIER FOREVER LEMON 6X500ML,Perrier,99,2.99,55000209724,0,500mL,,,t,2,2,0,9.19,138,t
1298,GUM DENTYNE ICE ARCT BUBBLE 12PC,Dentyne,14,1.99,57700012178,0,1 pack,,,t,0,0,0,1.00,138,t
1339,BAR REG JR CARAMEL 58.5G,Junior,41,1.99,62851764050,0,1 pack,,,t,0,0,0,1.51,138,t
1340,KITKAT DARK 41G,Nestle,61,1.99,59800747554,0,1 bar,,,t,0,0,0,1.57,138,t
1350,HERSHEY GLOSETTE RAISINS 50G,Glosettes,42,2.99,68000670234,0,1 pack,,,t,0,0,0,1.43,138,t
1351,KIT KAT CHUNKY DRUMSTICK 48G,Nestle,63,1.99,59800745260,0,1 bar,,,t,0,0,0,1.57,138,t
1353,PLANTERS CASHEWS RANCH 145G,Planters,109,4.99,58716978427,0,145g,,,t,0,0,0,4.15,138,t
1349,TRIDENT SLAB FRESH MINT 14PC,Trident,23,1.99,73390055936,0,1 pack,,,t,0,0,0,1.36,138,t
1342,NOSH&CO CHIPS ALL DRESS 130G,Nosh & Co,108,3.99,771058804000,0,130g,,,t,4,4,0,1.74,138,t
1337,THIRSTY BUDDHA COCONUT WATER NATURAL 490ML,Thirsty Buddha,99,3.99,852953001418,0,490mL,,,t,1,1,0,2.24,138,t
1338,GUM REG EXCEL SUGAR FREE PEPPERMINT 12PC,Excel,20,1.99,64900000324,0,1 pack,,,t,1,1,0,1.26,138,t
1347,AQUAFINA 500ML,Aquafina,99,1.29,69000061008,0,500mL,,,t,4,4,0,0.00,138,t
1358,FANTA PINEAPPLE,Fanta,99,1.00,67000011061,0,355mL,,,f,2,2,0,0.00,138,t
1352,PRINGLES CHEDDAR CHEEZE 156G,Pringles,92,3.99,64100111394,0,1 bar,,,t,0,0,0,3.40,138,t
1346,FANTA ORANGE,Fanta,99,1.00,67000011559,0,355mL,,,f,2,2,0,0.00,138,t
1341,PRINGLES BBQ 156G,Pringles,91,3.99,64100111370,0,1 bar,,,t,0,0,0,3.40,138,t
1280,GUM REG 5 COBALT COOLING PEPPERMINT 15 PC,"",11,2.99,64900408403,20,1 pack,"",,t,20,0,0,1.96,138,t
1276,KIND BAR CHOCOLATE CHERRY 40G,KIND,118,2.49,602652170713,4,40g,,,t,12,8,0,1.49,138,t
1348,GUM REG EXCEL WHITE SPEARMINT 12PC,Excel,21,1.99,64900409561,1,1 pack,,,t,1,0,0,1.26,138,t
1327,GUM REG EXCEL WHITE BUBBLEMINT 12PC,Excel,19,1.99,64900409554,25,1 Pack,,,t,25,0,0,1.26,138,t
1592,RICOLA LOZ BAG HONEY LEM ECHIN WAL 75G,Ricola,160658,4.99,36602301900,9,19 lozenges,,2027-10-04,t,31,23,0,3.11,138,t
1666,MENTOS RAINBOW 37.4G,Mentos,181684,1.99,73390026417,0,37g,,,t,0,0,0,0.88,138,t
1663,BAR REG SKOR 39G,Skor,69694,1.99,56600009349,0,39g,,,t,0,0,0,1.43,138,t
1664,GUM SUPER PAK TRIDENT TROPICAL TWIST 14 PC,Trident,178988,1.99,57700225653,0,14 pieces,,,t,0,0,0,1.36,138,t
1662,GUM REG 5 RAIN TINGLING SPEARMINT 15PC,5,610410,2.99,64900408380,0,15 sticks,,,t,0,0,0,1.96,138,t
1668,BAR REG AERO DARK & MILK 42G,Nestle,145576,1.99,59800100151,0,42g,,,t,0,0,0,1.57,138,t
1684,NOSH&CO CHIPS EXTRAORDINARY JALAPENO 130G,Nosh & Ci,192082,3.99,771058809340,3,130g,,,t,6,3,0,1.74,138,t
1741,SAN PELLEGRINO SPARKLING WAT MELOGRANO ARAN6X330ML,San Pellegrino,55000201384,1.99,55000201391,0,330mL,,,t,0,0,0,7.42,138,t
1742,SAN PELLEGRINO - LIMONATA,San Pellegrino,55000201476,1.99,55000201476,0,330ml,,,t,2,2,0,0.00,138,t
1262,HI CHEW MANGO 58G,,142275,2.49,851681008324,0,1 pack,138 snack,,t,0,0,0,1.67,138,t
1263,HICHEW GRAPE,,34,2.49,851681008850,0,1 pack,,,t,0,0,0,0.00,138,t
1224,MARS COOKIE DOUGH 44G,,71,1.99,58496456566,0,1 bar,,,t,0,0,0,1.47,138,t
1301,BAR REG SNICKERS SINGLE 52G,Snickers,78,1.99,58496422394,0,1 bar,,,t,1,1,0,1.54,138,t
2133,BAR REG STARBURST ORIGINAL 58G,,58496829513,1.99,58496829513,10,58g,,,t,10,1,0,1.39,138,t
1255,PRINGLES GRAB N GO ORIG 67G,Pringles,99,1.99,64100852617,0,67g,,,t,13,13,0,1.33,138,t
1302,NOSH&CO RINGS SOUR CR & ONION 130G,NOSH & CO,104,4.99,771058802396,1,130g,,,t,9,8,0,1.92,138,t
2024,RICOLA LOZ BAG ORIGINAL HERBS NO SUGAR ADD WAL 75G,,160653,4.99,36602192096,12,19 lozenges,,2027-11-12,t,24,12,0,3.11,138,t
2212,AERIUS - DESLORATADINE 5MG,"","",49.99,05654834,2,70 TABS,"",2027-07-31,t,2,0,0,,129,t
131,AVEENO ANTI ITCH LOT 118ML,"",794594,15.99,381370036906,1,118ml,"",2026-03-31,t,1,0,0,9.75,123,t
212,BENADRYL ELIX PDA 100ML,"",721423,11.99,60093265182,6,100 ml,"",2027-03-31,t,10,4,0,6.93,129,t
618,CALTRATE W/VITAMIN D3 TB 60,"",86512,20.99,62107055307,4,60ct,"",,t,3,0,0,12.45,114,t
213,CEPACOL XST LOZENGES SUCROSE FREE CHERRY 16,"",27767,6.99,363824720166,2,16 tab,"",,t,2,0,0,3.95,138,t
1773,CERAVE MOISTURIZING CR 227G,"",154436,24.99,3606000552555,3,227 grams,"",,t,5,2,0,14.78,123,t
141,CETAPHIL RESTORADERM ECZEMA MOIST WASH  295ML,"",915645,17.99,772618233001,1,255,"",,t,1,0,0,10.22,123,t
2122,DRIXORAL NO DRIP W/MENTHOL 15ML,"",498303,8.99,56219834226,1,15ml,"",2027-02-28,t,1,0,0,5.13,129,t
283,GRAVOL MULTI SYMPTOMS TB 20,"",6143,13.99,58738326732,3,20 tab,"",,t,2,0,0,8.18,121,t
898,HEALTH ONE - STERILE PADS 4 X 4,"",125282,4.99,627980500483,2,12 pads,"",,t,2,0,0,0.00,133,t
393,HEALTH ONE ANTI-NAUSEA,"",0,6.99,66000020905,20,30 ct,"",2027-06-30,t,22,2,0,0.00,133,t
396,HEALTH ONE COLD AND FLU IN 1,"",0,11.99,66000020943,27,30 ct,"",2028-03-31,t,31,4,0,0.00,133,t
400,HEALTH ONE STERILE PADS 3X3,"",18,3.99,627980500476,2,12 Patches,"",,t,2,0,0,0.00,133,t
1720,HEALTH ONE TOUGH FABRIC BANDAGES EXTRA LARGE,"",0,3.99,627980112372,5,10,"",,t,6,1,0,0.00,133,t
441,HYDRALYTE BERRY TB 20,"",53569,15.99,9326173001097,2,15 ct,"",2027-03-31,t,6,4,0,9.51,128,t
2081,IBGARD CAPS 90MG 12,"",102714,16.99,628063000029,4,12 caps,"",2026-12-31,t,4,0,0,9.51,130,t
2209,MALE BACK BELT,"",123434,69.99,64845227824,3,1,BRACES,,t,2,0,0,40.32,135,t
1545,MKO PF SLEEVE,"",0,34.99,738435173302,1,1 pair,"",,t,2,1,0,0.00,135,t
1257,MKO PULLEY BACK BRACE - L,"",LMS911,49.99,738435172442,1,1 brace,"BRACES
Size: Large",,t,1,0,0,0.00,135,t
1448,NEILMED SINUS RINSE BOTTLE + 5 SACHETS,"",614103,14.99,705928003088,1,5 sachets,ALLERGY,2027-02-28,t,1,0,0,0.00,129,t
1679,NEO CITRAN ULTRA STRENGHT FLU LEMON 10,"",48265,18.99,58478473659,1,10,"",2027-02-28,t,8,7,0,11.14,118,t
1510,OPTION+ EYE PATCH,"",106614,2.99,771290024280,8,1 Eye Patch,"",,t,10,2,0,1.25,124,t
1152,"OPTION+ GAUZE PADS 4""X4"" 12","",183735,1.99,771290034418,6,12 pads,"",,t,19,13,0,1.24,141,t
755,THICKENUP ORIGINAL 227G,"",167409,10.99,773201062268,3,227g,"",2026-03-31,t,3,0,0,7.75,116,t
553,TOOTHBRUSH COLGATE EXTRA CLEAN SOFT,"",548750,2.99,58000308763,6,1,"",,t,6,0,0,1.65,109,t
1913,TYLENOL DROPS INFANT DYE FREE WHITE GRAPE 24ML,"",649616,13.99,62600143716,1,25ml,CHILDREN,2027-03-31,t,4,3,0,7.88,117,t
721,VITAMIN E OINT TUB 50G WEBBER,"",66670,11.99,65798431078,3,50g,"",2028-08-31,t,3,0,0,7.23,141,t
192,ADVIL TB 200MG POCKET PK 10,"",786749,3.99,62107004015,10,10 tbs,"",2026-04-30,t,29,19,0,2.36,118,t
806,CERAVE CLEANSER FOAMING FACE 355ML,"",147362,22.99,3606000537569,0,355mL,"",,t,4,4,0,12.76,123,t
1667,GUM 5 ASCENT ESCALATING WINTERMINT 15PCS,5,50566,2.99,64900227035,14,15 pieces,,,t,15,1,0,1.96,138,t
776,BAND-AID DRESSING PLASTIC 80,"",695957,10.99,62600061805,4,80bandaids,"",,t,10,6,0,6.22,141,t
419,HEALTH ONE STERILE PADS 3X4,"",19,6.99,627980500490,7,1 Pad,"",,t,13,6,0,0.00,133,t
799,ADVIL XST LIQUI-GEL 80,"",870576,40.99,62107005067,5,80 Liq. Gels,"",,t,6,1,0,25.34,118,t
1512,NEILMED NASOGEL SPRAY 45ML,"",334128,14.99,705928045071,3,45ml,Moisture for Dry Noses,2026-07-31,t,2,0,0,8.35,129,t
