Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,,,,product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id
844,TRUFORM - MEN'S DRESS SOCKS,Truform,1943BL-M,34.99,48503194338,3,1 pair,"Size: Medium
Color: Black
Compression: 15-20 mmHg",,t,3,0,0,0,136,,,,,,,,,,,,,,,,,,,
845,TRUFORM - MEN'S DRESS SOCKS,Truform,1943BL-L,34.99,48503194352,1,1 pair,"Size: Large
Color: Black
Compression: 15-20 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
846,TRUFORM - MEN'S DRESS SOCKS,Truform,1932BL-M,24.99,48503194239,1,1 pair,"Size: Medium
Color: Black
Compression: 8-15 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
848,TRUFORM - MEN'S CASUAL SOCKS,Truform,1933BL-XL,34.99,48503293369,0,1 pair,"Size: X-Large
Color: Black
Compression: 15-20 mmHg",,t,0,0,0,0,136,,,,,,,,,,,,,,,,,,,
849,TOUCH - COMBED COTTON FASIONABLE KNEE HIGH COMPRESSION SOCKS,Touch,1061BL-S,34.99,48503206123,1,1 pair,"Size: Small
Color: Black
Compression: 15-20 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
850,TOUCH - COMBED COTTON FASIONABLE KNEE HIGH COMPRESSION SOCKS,Touch,1061BL-M,34.99,48503206130,3,1 pair,"Size: Medium
Color: Black
Compression: 15-20 mmHg",,t,3,0,0,0,136,,,,,,,,,,,,,,,,,,,
852,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1913WH-S,24.99,48503491321,0,1 pair,"Size: Small
Color: White
Compression: 8-15 mmHg",,t,0,0,0,0,136,,,,,,,,,,,,,,,,,,,
853,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1913WH-M,24.99,48503491338,1,1 pair,"Size: Medium
Color: White
Compression: 8-15 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
854,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1913WH-XS,24.99,48503491314,4,1 pair,"Size: X-Smaoo
Color: White
Compression: 8-15 mmHg",,t,4,0,0,0,136,,,,,,,,,,,,,,,,,,,
855,TRUFORM - TRUSOFT DIABETIC SOCKS MINI CREW SOCKS,Truform,1911WH-M,24.99,48503491130,0,1 pair,"Size: Medium
Color: white",,t,0,0,0,0,136,,,,,,,,,,,,,,,,,,,
856,TRUFORM - TRU-TRACTION SOCKS WITH EXTRA WIDE STRETCH,Truform,1910,12.99,48503291006,3,1 pair,,,t,3,0,0,0,136,,,,,,,,,,,,,,,,,,,
857,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1913BL-XS,24.99,48503291310,1,1 pair,"Size: X-Small
Color: Black
Compression: 8-15 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
859,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1912BL-XS,24.99,48503291211,1,1 pair,"Size: X-Small
Color: Black
Compression: 8-15 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
860,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1912BL-M,24.99,48503291235,5,1 pair,"Size: Medium
Color: Black
Compression: 8-15 mmHg",,t,5,0,0,0,136,,,,,,,,,,,,,,,,,,,
861,TRUFORM - BELOW KNEE STOCKING,Truform,0865-XL,54.99,48503086565,1,1 pair,"Size: X-Large
Color: Beige
Compression: 20-30 mmHg",,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
851,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1912BL-L,24.99,48503291259,2,1 pair,"Size: Large
Color: Black
Compression: 8-15 mmHg",,t,3,1,0,0,136,,,,,,,,,,,,,,,,,,,
847,TRUFORM - MEN'S CASUAL SOCKS,Truform,1933BL-S,34.99,48503293321,2,1 pair,"Size: Small
Color: Black
Compression: 15-20 mmHg",,t,3,1,0,0,136,,,,,,,,,,,,,,,,,,,
858,TRUFORM - TRUSOFT DIABETIC SOCKS KNEE HIGH,Truform,1912WH-XS,24.99,48503491215,2,1 pair,"Size: X-Small
Color: White
Compression: 8-15 mmHg",,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1686,"TRUFORM FIRM BELOW KNEE STOCKING, CLOSE TOE, WHITE, LARGE 20-30",Truform,8865WH-L,69.99,48503846558,2,1 pair,"20-30
Large
White
Closed Toe",,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1687,TRUFORM MODERATE LITES LADIES SHEER KNEE HIGHS BLACK MEDIUM,Truform,1773BL-M,34.99,48503277338,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1690,"TRUFORM BELOW KNEE STOCKING, OPEN TOE, MEDIUM",Truform,0865-M,54.99,48503086534,0,1 pair,,,t,0,0,0,0,136,,,,,,,,,,,,,,,,,,,
1691,"TRUFORM MODERATE LITES LADIES'''' SHEER KNEE HIGHS BLACK, SMALL",Truform,1773BL-S,34.99,48503277321,4,1 pair,,,t,4,0,0,0,136,,,,,,,,,,,,,,,,,,,
1692,"TRUFORM MODERATE LITES LADIES SHEER KNEE HIGHS, BEIGE, SMALL",Truform,1773BG-S,34.99,48503177324,3,1 pair,"15-20
Small
Beige",,t,3,0,0,0,136,,,,,,,,,,,,,,,,,,,
1694,"TRUFORM FIRM TRUSHEER LADIES SHEER KNEE HIGHS, BEIGE, SMALL",Truform,0263BG-S,64.99,48503026325,2,1 pair,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1695,"TRUFORM FIRM BELOW KNEE STOCKINGS, CLOSED TOE, MICROFIBER, BLACK, XL",Truform,9965BL-XL,54.99,48503926564,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1700,"TRUFORM MODERATE OPAQUE KNEE HIGH STOCKINGS, CLOSED TOE, BLACK, LARGE",Truform,0373BL-L,45.99,48503537357,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1701,"TRUFORM MODERATE OPAQUE KNEE HIGH STOCKINGS, OPEN TOE, BEIGE, XL",Truform,0371BG-XL,45.99,48503037161,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1702,"TRUFORM MODERATE OPAQUE KNEE HIGH STOCKINGS, CLOSED TOE, BLACK, MEDIUM",Truform,0373BL-M,45.99,48503537333,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1703,"TRUFORM MODERATE OPAQUE KNEE HIGH STOCKINGS, CLOSED TOE, BEIGE, LARGE",Truform,0373BG-L,45.99,48503037352,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1705,"PRO ORTHOPAEDIC SELECT SERIES AIRMESH KNEE SUPPORT WITH PATELLA UPLIFT, M",Pro Orthopaedic Select Series,2550,84.99,48503255039,2,1 brace,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1685,KINDER CHOCOLATE MINI BAR,Kinder,351999,1,6202343,0,21g,,,f,2,2,0,0,136,,,,,,,,,,,,,,,,,,,
1693,"TRUFORM MODERATE LITES LADIES SHEER KNEE HIGHS, BEIGE, MEDIUM",Truform,1773BG-M,34.99,48503177331,3,1 pair,,,t,4,1,0,0,136,,,,,,,,,,,,,,,,,,,
1688,TRUFORM FIRM TRUSHEER LADIES' SHEER KNEE HIGHS BLACK EXTRA LARGE,Truform,0263BL-XL,64.99,48503226367,1,1 pair,,,t,2,1,0,0,136,,,,,,,,,,,,,,,,,,,
1733,"TRUFORM FIRM MICROFIBER MEDICAL COMPRESSIONS SOCKS BLACK, OPEN TOE, XXXL",Truform,0965BL-3L,54.99,48503296582,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1734,"TRUFORM - FIRM, BELOW KNEE STOCKING BLACK, M",Truform,0865BL-M,69.99,48503286538,5,1 pair,,,t,6,1,0,0,136,,,,,,,,,,,,,,,,,,,
1732,BI-PEGLYTE PD PREP KIT 1,Bi-PegLyte,30431,42.99,625972992353,4,2 sachets,,,t,8,4,0,26.78,136,,,,,,,,,,,,,,,,,,,
1774,DIABETIC RX SOCK DIABETIC WHITE LG,N/A,183946,9.99,898369093210,0,1,,,t,0,0,0,5.8,136,,,,,,,,,,,,,,,,,,,
1795,PURG-ODAN PD SACHET 2,Purg-Odan,420711,45.99,776097510202,5,2 sachets,,,t,5,0,0,27.3,136,,,,,,,,,,,,,,,,,,,
1809,TRUFORM MODERATE LITES LADIES SHEER PANTYHOSE NUDE - 15-20,Truform,1775ND-Q,59.99,48503157579,3,1 pair,"15-20
Nude",,t,3,0,0,0,136,,,,,,,,,,,,,,,,,,,
1810,TRUFORM LITES LADIES SHEER KNEE HIGHS LIGHT BEIGE SMALL OPEN TOE,Truform,1772LB-S,34.99,48503167257,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1811,"TRUFORM FIRM BELOW KNEE STOCKING, CLOSE TOE, BLACK XXXL",Truform,8865BL-3L,69.99,48503826581,1,1 pair,,,t,1,0,0,0,136,,,,,,,,,,,,,,,,,,,
1816,LEGLINE 20-30MMHG,Venosan,VL335SA,79.99,7640181141258,0,1,,,t,0,0,0,0,136,,,,,,,,,,,,,,,,,,,
1796,COPPER FIT COMPRESSION SOCKS BLACK LG/XL,Copper Fit,176291,22.99,59593097720,1,1 pair,,,t,1,0,0,13.44,136,,,,,,,,,,,,,,,,,,,
1864,TRUFORM LADIE'S SOCKS MODERATE COMPRESSION 15-20MMHG XL WHITE,Truform,1963WH-XL,34.99,48503496364,2,1 pair,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1866,TRUFORM UNISEX BELOW KNEE STOCKING FIRM 20-30MMHG XL BLACK,Truform,0865BL-XL,69.99,48503286569,4,1 pair,,,t,4,0,0,0,136,,,,,,,,,,,,,,,,,,,
1867,TRUFORM UNISEX ZIPPER COMPRESSION SOCKS MODERATE 15-20MMHG L BEIGE OPEN TOE,Truform,0675BG-L,49.99,48503067557,2,1 pair,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1868,TRUFORM UNISEX ZIPPER COMPRESSION SOCKS MODERATE 15-20MMHG M BEIGE OPEN TOE,Truform,0675BG-M,49.99,48503067533,2,1 pair,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
1863,TRUFORM LADIE'S SOCKS MODERATE COMPRESSION 15-20MMHG XL BLACK,Tru,1963BL-XL,34.99,48503296360,5,1 pair,,,t,6,1,0,0,136,,,,,,,,,,,,,,,,,,,
1865,TRUFORM LADIE'S SOCKS MODERATE COMPRESSION 15-20MMHG L WHITE,Truform,1963WH-L,34.99,48503496357,2,1 pair,,,t,2,0,0,0,136,,,,,,,,,,,,,,,,,,,
878,PCP - PADDED BATH SAFETY SEAT WITH BACK AND SWING AWAY ARMS,PCP - Personal Care Products,7017,99.99,48503710705,7,1 seat,,,f,8,3,0,0,137,,,,,,,,,,,,,,,,,,,
864,PCP - BED RAIL WITH SAFETY STRAPS AND STORAGE POCKET,PCP - Personal Care Products,6085,79.99,48503608507,1,1 rail,,,f,1,0,0,0,137,,,,,,,,,,,,,,,,,,,
867,PCP - RING CUSHION,PCP - Personal Care Products,6233,39.99,48503623210,3,1 seat,,,f,3,0,0,0,137,,,,,,,,,,,,,,,,,,,
868,AQUASENSE RAIL TUB,AquaSense,785340,89.99,754021210541,1,1 rail,,,f,1,0,0,58.23,137,,,,,,,,,,,,,,,,,,,
871,PCP - 5 LOCKING RAISED TOILET SEAT WITH ARMS,PCP - Personal Care Products,7016,89.99,48503701604,0,1 seat,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
873,PCP - BATH SAFE MAT,PCP - Personal Care Products,7036,29.99,48503703608,0,1 mat,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
879,PCP - 2 RAISED TOIKET SEAT WITH LID,PCP - Personal Care Products,7022,89.99,48503702205,1,1 seat,,,f,1,0,0,0,137,,,,,,,,,,,,,,,,,,,
882,SITZ BATH 2000CC RETAIL PKG,Medpro,132167,24.99,775757606750,0,1 unit,,,f,0,0,0,15.38,137,,,,,,,,,,,,,,,,,,,
865,PCP - TOILET SAFETY RAIL,PCP - Personal Care Products,7026,39.99,48503702601,0,1 rail,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
866,PCP - ADJUSTABLE BATH SAFETY STEP,PCP - Personal Care Products,7100,49.99,48503710002,3,1 seat,,,f,3,0,0,0,137,,,,,,,,,,,,,,,,,,,
870,AQUASENSE BATH MAT,AquaSense,116381,32.99,754021210596,3,1 mat,,,t,4,1,0,17.52,137,,,,,,,,,,,,,,,,,,,
877,PCP - 3 LOCKING RAISED TOILET SEAT WITH LOWER PROFILE,PCP - Personal Care Products,7019,59.99,48503701901,2,1 seat,,,f,3,1,0,0,137,,,,,,,,,,,,,,,,,,,
863,PCP - BATHTUB SAFE ASSIST,PCP - Personal Care Products,7255,59.99,48503725501,0,1 assist,,,f,1,1,0,0,137,,,,,,,,,,,,,,,,,,,
872,PCP - SHOWER SAFETY MAT,PCP - Personal Care Products,7039,24.99,48503703905,1,1 mat,,,f,1,0,0,0,137,,,,,,,,,,,,,,,,,,,
881,BED PAN CONTOUR RETAIL PKG,Medpro,132589,19.99,775757606453,2,1 unit,,,f,3,1,0,11.32,137,,,,,,,,,,,,,,,,,,,
886,PCP - PADDED BATH SAFETY SEAT WITH BACK REST,PCP - Personal Care Products,7103,79.99,48503710309,5,1 seat,,,f,12,8,0,0,137,,,,,,,,,,,,,,,,,,,
869,PCP - 4 TOILET SEAT RISER WITH REMOVABLE ARMS,PCP,7027,89.99,48503702700,3,1 seat,,,f,6,3,0,0,137,,,,,,,,,,,,,,,,,,,
880,PCP - FOLDING COMMODE,PCP - Personal Care Products,5523,114.99,48503552305,2,1 commode,,,f,3,1,0,0,137,,,,,,,,,,,,,,,,,,,
885,PCP - PADDED ROUND SAFETY STOOL,PCP - Personal Care Products,7101,59.99,48503710101,1,1 stool,,,f,2,2,0,0,137,,,,,,,,,,,,,,,,,,,
883,FEMALE URINAL RETAIL PKG,Medpro,MEOS,19.99,775757606576,1,1 urinal,,,f,3,2,0,12.04,137,,,,,,,,,,,,,,,,,,,
1750,PCP TOILET SAFETY FRAME,PCP,7009,89.99,48503700904,5,1,,,f,6,3,0,0,137,,,,,,,,,,,,,,,,,,,
884,PCP - PADDED BATH SAFE SEAT,PCP - Personal Care Products,7102,59.99,48503710200,3,1 seat,,,f,6,3,0,0,137,,,,,,,,,,,,,,,,,,,
821,PCP MALE URINAL,PCP - Personal Care Products,6091,6.99,48503609108,0,1 urinal,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
822,PCP FEMALE URINAL,PCP - Personal Care Products,6088,10.99,48503608804,0,1 urinal,,,f,1,1,0,0,137,,,,,,,,,,,,,,,,,,,
826,PCP SITZ BATH,PCP - Personal Care Products,5040,24.99,48503504007,0,1 bath,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
862,PCP - BACK SAFETY SEAT WITH BACKREST,PCP - Personal Care Products,7003,79.99,48503700355,0,1 seat,,,f,0,0,0,0,137,,,,,,,,,,,,,,,,,,,
874,PCP - SAFETY GRAB BAR 18,PCP - Personal Care Products,8418,49.99,48503841805,5,1 rod,,,f,5,1,0,0,137,,,,,,,,,,,,,,,,,,,
875,PCP - SAFETY GRAB BAR 12,PCP - Personal Care Products,8412,34.99,48503841201,6,1 rod,,,f,5,0,0,0,137,,,,,,,,,,,,,,,,,,,
876,PCP - UNIVERSAL LOCKING RAISED TOILET SEAT (5 INCH LIFT),PCP - Personal Care Products,7020,84.99,48503702007,8,1 seat,,,f,11,3,0,0,137,,,,,,,,,,,,,,,,,,,
1386,DRIVE MALE URINAL 1,Drive,108382,9.99,822383246321,0,1 urinal,,,f,1,1,0,5,137,,,,,,,,,,,,,,,,,,,
1385,MALE URINAL PLASTIC RETAIL PKG,MedPro,132175,14.99,775757606651,3,1 Urinal,,,f,5,2,0,9.75,137,,,,,,,,,,,,,,,,,,,
1394,OPTION+ URINAL MALE,Option+,188214,10.99,771290033046,7,1 urinal,,,f,12,5,0,4.83,137,,,,,,,,,,,,,,,,,,,
1490,TENA UNDERWEAR OVERNIGHT MD 12,TENA,104837,26.99,768702722124,5,12 pads,,,f,6,1,0,16.26,137,,,,,,,,,,,,,,,,,,,
1616,CANE ALUMINUM ADJUSTABLE BLACK,Formedica,461228,29.99,775604059425,0,1,Adjustable cane  with offset,,f,0,0,0,17.08,137,,,,,,,,,,,,,,,,,,,
1749,PCP - PADDED BATH SAFETY SEAT WITH SWING AWAY ARMS,PCP,7106,89.99,48503710606,2,1,,,f,4,4,0,0,137,,,,,,,,,,,,,,,,,,,
1748,PCP - RING CUSHION 18''/46CM,PCP,6234NV,49.99,48503623418,1,1,,,f,2,1,0,0,137,,,,,,,,,,,,,,,,,,,
2168,TRIDENT SLAB MELON TWIST 14PC,trident,194424,1.99,73390055981,7,14 pieces,,2026-07-05,t,10,3,0,1.36,138,,,,,,,,,,,,,,,,,,,
2169,TRIDENT SLAB PEPPERMINT 14PC,trident,194445,1.99,73390055912,7,14 pieces,,2026-10-29,t,10,3,0,1.36,138,,,,,,,,,,,,,,,,,,,
1291,BAR REG CRUNCHIE 44G,Cadbury,56,1.99,61200225952,0,1 bar,,,t,0,0,0,1.43,138,,,,,,,,,,,,,,,,,,,
1265,BAR REG OH HENRY PNB 58G,Oh henry,76,1.99,68000792837,0,1 bar,,,t,0,0,0,1.43,138,,,,,,,,,,,,,,,,,,,
1310,KINDER BUENO 43G,Kinder,57,2.99,62020000682,0,1 bar,,,t,0,0,0,1.49,138,,,,,,,,,,,,,,,,,,,
1243,HALLS COUGH TB HONEY LEMON 9PC,Halls,4,2.49,57700628805,1,1 pack,,,t,2,1,0,1.45,138,,,,,,,,,,,,,,,,,,,
1916,NOSH&CO CHIPS BBQ 130G,Nosh & Co,111828,3.99,771058800477,4,130g,,,t,4,0,0,1.74,138,,,,,,,,,,,,,,,,,,,
1963,FISHERMANS FRIEND CHERRY TWIN PK 2X22,fisherman's friend,574293,4.99,11250000245,13,44,,2028-03-31,t,20,7,0,3.17,138,,,,,,,,,,,,,,,,,,,
1917,NOSH&CO CHEESE STICKS 140G,Nosh & Co,51176,3.99,771058800514,0,140g,,,t,4,4,0,1.92,138,,,,,,,,,,,,,,,,,,,
1918,NOSH&CO CHIPS SOUR CREAM AND ONION 130G,Nosh & Co,111829,3.99,771058802266,5,130g,,2026-02-19,t,5,0,0,1.74,138,,,,,,,,,,,,,,,,,,,
2031,WHOLE EARTH NATURE STEVIA SACHET 80,Whole Earth,155865,8.99,816757000718,2,80 packets,,2028-04-23,f,2,0,0,6.2,138,,,,,,,,,,,,,,,,,,,
2172,PRINGLES HOT ONES BARBACOA 156G,pringles,195989,3.99,64100150546,12,156g,,2026-08-22,t,12,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
2173,PRINGLES HOT ONES ROJO 156G,pringles,195991,3.99,64100150478,13,,,2026-08-13,t,13,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1255,PRINGLES GRAB N GO ORIG 67G,Pringles,99,1.99,64100852617,1,67g,,,t,13,12,0,1.33,138,,,,,,,,,,,,,,,,,,,
2174,PRINGLES HOT ONES VERDE 156G,pringles,195992,3.99,64100150560,13,,,2026-08-13,t,13,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1922,ENSURE PROTEIN MAX VANILLA 20G 4X235ML,Ensure,97254,14,55325000891,0,4 bottles,,2025-10-01,f,4,4,0,11.44,138,,,,,,,,,,,,,,,,,,,
2073,PEPSI CHERRYPEPSI,Pepsi,,1,69000300008,8,355ml,,,f,12,3,0,0,138,,,,,,,,,,,,,,,,,,,
2074,PEPSI ZERO LIME,Pepsi,,1,69000160626,9,355ml,,,f,12,3,0,0,138,,,,,,,,,,,,,,,,,,,
2075,MUG ROOT BEER,Pepsi,,1,69000040508,11,355ml,,,f,12,1,0,0,138,,,,,,,,,,,,,,,,,,,
2076,CRUSH CREAM SODA,Pepsi,,1,5660300,11,355ml,,,f,12,1,0,0,138,,,,,,,,,,,,,,,,,,,
2047,NOSH&CO POPCORN WHITE CHEDDAR 190G,Nosh & Co,76783,5.99,771058801634,4,190g,,2026-04-26,t,6,2,0,4.12,138,,,,,,,,,,,,,,,,,,,
2190,KIND BAR CARAMEL/ALMOND/SEA SALT 40G,KIND,,2.49,602652170942,23,40g,,,t,24,1,0,1.49,138,,,,,,,,,,,,,,,,,,,
1281,MENTOS ROLL GRAPE 37G,Mentos,35,1.99,73390014988,0,1 pack,,,t,0,0,0,0.88,138,,,,,,,,,,,,,,,,,,,
1665,HI CHEW GRAPE 58G,Hi-Chew,142271,2.49,851681008331,0,58g,,,t,0,0,0,1.67,138,,,,,,,,,,,,,,,,,,,
1329,KIT KAT,Nestle,60,1.99,5980331,0,1 bar,,,t,1,1,0,1.57,138,,,,,,,,,,,,,,,,,,,
1196,GINGERALE,Gingerale,99,1,6224017,91,355mL,,,f,99,8,0,0,138,,,,,,,,,,,,,,,,,,,
1661,VICKS INHALER BLISTER W/TRAY 0.2ML,Vicks,224097,6.99,56100300007,11,0.20ml,,,t,15,4,0,4.04,138,,,,,,,,,,,,,,,,,,,
1218,BAR REG FLAKE 32G,Cadburt,51,1.99,61200054606,0,1 bar,,,t,0,0,0,1.43,138,,,,,,,,,,,,,,,,,,,
1207,BAR REG COFFEE CRISP 50G,Nestle,45,1.99,59800000215,0,1 bar,,,t,0,0,0,1.57,138,,,,,,,,,,,,,,,,,,,
1209,BAR MARS  52G,Mars,70,1.99,58496328733,0,1 bar,,,t,1,1,0,1.54,138,,,,,,,,,,,,,,,,,,,
1199,TRIDENT SLAB SPEARMINT 14PC,Trident,168484,1.99,73390055905,0,1 pack,,,t,0,0,0,1.36,138,,,,,,,,,,,,,,,,,,,
1200,HERSHEY GLOSETTE PEANUTS 45G,Glosette,44,1.99,68000670227,36,1 pack,,,t,40,4,0,1.43,138,,,,,,,,,,,,,,,,,,,
1205,FISHERMAN'S FRIEND HONEY LEMON,Fisherman's Friend,2,2.99,1125641,0,1 pack,,,t,0,0,0,0,138,,,,,,,,,,,,,,,,,,,
1215,BAR REG OH HENRY 58G,Oh henry,74,1.99,68000792820,0,1 bar,,,t,1,1,0,1.43,138,,,,,,,,,,,,,,,,,,,
1210,PRINGLES MEXICAN STREET CORN 156G,Pringles,95,3.99,64100150621,0,1 can,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1217,GUM REG 5 PRISM ELECTRIC MELON 15PC,5ive,9,1.99,64900423987,17,1 pack,add spearmint back - testing delete,,t,17,0,0,1.96,138,,,,,,,,,,,,,,,,,,,
1201,BAR REG M&M PEANUT  49G,M&M's,67,1.99,58496812324,0,1 pack,,,t,0,0,0,1.54,138,,,,,,,,,,,,,,,,,,,
1202,NOSH&CO PEANUT CHOCOLATE COVERED 70G,Nosh & Co,110,1.99,771058802334,1,70g,,,t,1,0,0,2.5,138,,,,,,,,,,,,,,,,,,,
1211,NUTELLA & GO BREADTSICK 52G,Nutella,111,2.99,62020050526,19,52g,,,t,25,6,0,1.8,138,,,,,,,,,,,,,,,,,,,
1216,PRINGLES KETCHUP 156G,Pringles,95,3.99,64100118690,0,156g,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1198,FISHERMAN'S FRIEND CHERRY,Fisherman's Friend,1,2.99,1125447,0,1 pack,,,t,0,0,0,0,138,,,,,,,,,,,,,,,,,,,
1193,PLANTERS PEANUTS COCKTAIL ROASTED SALTED 200G,Planters,109,4.99,58716991662,13,200g,,,t,13,0,0,2.65,138,,,,,,,,,,,,,,,,,,,
1192,PRINGLES CHILI&LIME 156G,Pringles,94,3.99,64100150584,0,156 g,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1190,HERSHEY GLOSETTE ALMONDS 42G,Glosette,43,1.99,68000670210,0,1 pack,,,t,0,0,0,1.43,138,,,,,,,,,,,,,,,,,,,
1191,BAR M&M PLN  48G,M&M's,66,1.99,58496812317,0,1 bar,,,t,0,0,0,1.54,138,,,,,,,,,,,,,,,,,,,
1208,PEPSI,Pepsi,99,1,69000004258,0,355mL,,,f,1,1,0,0,138,,,,,,,,,,,,,,,,,,,
1214,BUTTERFINGER BAR CHOC 54G,Butterfinger,156553,1.99,62020100627,0,1 bar,,,t,0,0,0,1.45,138,,,,,,,,,,,,,,,,,,,
1225,PRINGLES PIZZA 156G,Pringles,104602,3.99,64100111431,0,156g,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1234,BAR REG CRUNCH 44G,Nestle,47,1.99,59800131803,0,1 bar,,,t,0,0,0,1.57,138,,,,,,,,,,,,,,,,,,,
1235,MIRAGE CHOCOLATE,"Mirage
",72,1.99,5987538,0,1 bar,,,t,0,0,0,1.57,138,,,,,,,,,,,,,,,,,,,
1236,PRINGLES SOUR CREAM & ONION  156G,Pringles,97,3.99,64100111356,0,156g,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1237,TWIZZLERS RG TANGY RANGE PEANUT FREE 60G,Twizzlers,113,1.99,56600809611,0,60g,,,t,0,0,0,1.27,138,,,,,,,,,,,,,,,,,,,
1219,TRIDENT SLAB BUBBLEGUM 14PC,Trident,163444,1.99,73390055998,0,1 pack,,,t,0,0,0,1.36,138,,,,,,,,,,,,,,,,,,,
1241,GLUCERNA VANILLA BOTTLE,Glucerna,99,2.99,55325004073,0,237mL,,,t,0,0,0,0,138,,,,,,,,,,,,,,,,,,,
1246,PRINGLES RANCH 156G,Pringles,98,3.99,64100146204,0,156g,,,t,0,0,0,3.4,138,,,,,,,,,,,,,,,,,,,
1251,ENSURE HIGH PROTEIN CHOCOLATE,Ensure,99,3.5,55325004295,0,237mL,,,t,0,0,0,0,138,,,,,,,,,,,,,,,,,,,
1274,BAR REG SKITTLES FRUIT 61G,Skittles,75,1.99,58496829605,0,1 pack,,,t,0,0,0,1.39,138,,,,,,,,,,,,,,,,,,,
1256,REESES PIECES 51G,Reese's,115,1,56600793705,0,51g,,,t,0,0,0,1.43,138,,,,,,,,,,,,,,,,,,,
1258,ENSURE PLUS CALORIES STRAWBERRY 6X235ML,Ensure,99,3.5,55325007524,0,237mL,,,t,0,0,0,17.18,138,,,,,,,,,,,,,,,,,,,
1260,HALLS COUGH TB COOLMINT 9PC,Halls,8,2.49,57700627006,0,1 pack,,,t,0,0,0,1.45,138,,,,,,,,,,,,,,,,,,,
1222,TRIDENT SLAB TROPICAL TWIST 14PC,Trident,178988,1.99,73390055929,0,1 pack,,,t,0,0,0,1.36,138,,,,,,,,,,,,,,,,,,,
1272,MENTOS PEPPERMINT  37G,Mentos,34,1.99,73390000110,0,1 pack,,,t,1,1,0,0.88,138,,,,,,,,,,,,,,,,,,,
1266,POPCHIPS CHIPS BBQ 142G,POP,173073,4.99,82666712220,0,142g,,,t,0,0,0,3.33,138,,,,,,,,,,,,,,,,,,,
1267,XMAS HERSHEY KISSES SUGAR COOKIE 78G,Hershey's,117,2.99,56600393981,0,78g,,,t,0,0,0,2.44,138,,,,,,,,,,,,,,,,,,,
1270,GLUCERNA STRAWBERRY BOTTLE,Glucerna,99,2.99,55325004097,0,237mL,,,t,0,0,0,0,138,,,,,,,,,,,,,,,,,,,
